session_id,user_id,city,hour,day_of_week,meal_time,user_segment,user_frequency,user_order_count,user_avg_order_value,restaurant_id,restaurant_type,cuisine_type,restaurant_rating,cart_items,cart_size,cart_value,has_main,has_side,has_drink,has_dessert,true_addon,addon_price,addon_category
3072,2447,Mumbai,13,2,lunch,budget,new,27,353.07,663,independent,Mixed,3.8,"Dal Makhani,Lassi,Ice Cream",3,340,1,0,1,1,Hakka Noodles,190,Main
3073,1344,Delhi,20,6,late_night,occasional,regular,13,720.14,751,chain,Indian,4.6,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
3074,1461,Hyderabad,13,0,lunch,premium,regular,26,712.76,528,independent,Indian,4.7,"Chicken Wings,Chicken Fried Rice",2,390,1,0,0,0,Papad,25,Side
3075,3795,Mumbai,14,0,lunch,premium,new,7,607.97,429,independent,Chinese,3.9,"Hakka Noodles,Ice Cream,Mineral Water,Biryani",4,580,1,0,1,1,Raita,60,Side
3076,1313,Delhi,21,2,late_night,budget,new,9,908.99,21,chain,Mixed,3.8,"Biryani,Brownie,Naan,Gulab Jamun",4,500,1,0,0,1,Ice Cream,90,Dessert
3077,5168,Hyderabad,18,5,dinner,premium,power,8,897.44,396,independent,Mixed,4.0,"Paneer Tikka,Salad,Ice Cream,Salan",4,470,1,1,0,1,Naan,40,Bread
3078,4597,Delhi,20,6,late_night,premium,new,12,403.79,593,independent,Chinese,3.7,"Butter Chicken,Raita,Paneer Tikka",3,600,1,1,0,0,Naan,40,Bread
3079,1433,Delhi,18,6,dinner,occasional,new,8,449.05,210,chain,Continental,4.7,"Chicken Fried Rice,Mineral Water,Biryani",3,510,1,0,1,0,Lassi,70,Drink
3080,4744,Bangalore,12,0,lunch,premium,regular,18,389.31,31,chain,Mixed,4.7,"Biryani,Samosa,Chicken Fried Rice",3,530,1,0,0,0,Raita,60,Side
3081,2106,Mumbai,16,2,dinner,budget,new,26,330.67,291,independent,Continental,3.7,"Paneer Tikka,Chicken Wings,Butter Chicken,Lassi",4,790,1,0,1,0,Naan,40,Bread
3082,4256,Delhi,23,0,late_night,budget,power,23,445.77,307,independent,Mixed,3.6,"Naan,Chicken Fried Rice,Butter Chicken,Spring Rolls",4,690,1,0,0,0,Ice Cream,90,Dessert
3083,2893,Kolkata,22,6,late_night,premium,new,7,752.15,587,independent,Chinese,3.9,"Naan,Butter Chicken,Hakka Noodles,Rasgulla",4,620,1,0,0,1,Dal Makhani,180,Main
3084,1951,Bangalore,11,2,lunch,occasional,new,12,306.07,324,independent,Continental,4.1,"Chicken Fried Rice,Naan,Paneer Tikka",3,470,1,0,0,0,Spring Rolls,120,Starter
3085,4375,Bangalore,20,0,late_night,premium,regular,29,551.87,269,chain,Mixed,4.1,"Biryani,Paneer Tikka,Chicken Fried Rice,Raita",4,770,1,1,0,0,Brownie,100,Dessert
3086,3548,Delhi,22,4,late_night,occasional,new,15,814.44,73,chain,Chinese,4.5,"Dal Makhani,Fresh Lime,Salad",3,330,1,0,1,0,Naan,40,Bread
3087,1308,Bangalore,22,2,late_night,premium,regular,24,913.79,703,independent,Indian,4.4,"Dal Makhani,Brownie,Ice Cream,Mineral Water",4,390,1,0,1,1,Papad,25,Side
3088,99,Mumbai,14,6,lunch,budget,power,22,869.22,325,independent,Mixed,3.9,"Chicken Fried Rice,Samosa",2,250,1,0,0,0,Rasgulla,70,Dessert
3089,3741,Hyderabad,9,4,breakfast,occasional,regular,3,668.4,291,independent,Continental,3.6,"Biryani,Salan",2,350,1,1,0,0,Raita,60,Side
3090,1382,Delhi,11,3,lunch,premium,regular,16,280.13,269,independent,Continental,3.5,"Hakka Noodles,Naan",2,230,1,0,0,0,Spring Rolls,120,Starter
3091,1512,Bangalore,15,5,dinner,budget,regular,13,258.4,762,chain,Chinese,4.6,"Salan,Brownie,Lassi,Chicken Fried Rice",4,450,1,1,1,1,Spring Rolls,120,Starter
3092,4735,Mumbai,15,4,dinner,premium,regular,13,786.68,664,chain,Mixed,4.2,Dal Makhani,1,180,1,0,0,0,Coke,50,Drink
3093,2219,Mumbai,12,5,lunch,premium,regular,3,263.05,15,chain,Chinese,4.5,"Lassi,Biryani",2,350,1,0,1,0,Gulab Jamun,80,Dessert
3094,3326,Hyderabad,16,5,dinner,premium,new,1,754.35,310,independent,Mixed,4.5,"Butter Chicken,Dal Makhani",2,500,1,0,0,0,Raita,60,Side
3095,1092,Mumbai,10,5,breakfast,budget,regular,29,757.76,400,independent,Mixed,3.7,"Dal Makhani,Spring Rolls",2,300,1,0,0,0,Samosa,40,Starter
3096,3392,Kolkata,20,6,late_night,occasional,power,12,304.51,566,independent,Continental,3.6,"Chicken Fried Rice,Spring Rolls,Paneer Tikka",3,550,1,0,0,0,Coke,50,Drink
3097,5864,Delhi,9,6,breakfast,premium,new,13,819.99,253,independent,Indian,4.0,"Dal Makhani,Gulab Jamun,Spring Rolls",3,380,1,0,0,1,Lassi,70,Drink
3098,5713,Hyderabad,12,4,lunch,premium,new,26,957.36,659,independent,Chinese,4.4,"Biryani,Butter Chicken,Chicken Wings",3,780,1,0,0,0,Paneer Tikka,220,Main
3099,5730,Kolkata,14,3,lunch,premium,regular,10,866.47,669,chain,Indian,4.7,"Paneer Tikka,Papad",2,245,1,1,0,0,Naan,40,Bread
3100,3173,Delhi,11,4,lunch,premium,power,19,753.12,523,independent,Indian,4.2,"Hakka Noodles,Roti,Salad",3,310,1,0,0,0,Spring Rolls,120,Starter
3101,5715,Bangalore,19,6,dinner,budget,new,12,363.13,76,chain,Mixed,4.2,Paneer Tikka,1,220,1,0,0,0,Fresh Lime,60,Drink
3102,2859,Kolkata,14,5,lunch,premium,new,27,274.83,531,chain,Mixed,4.7,"Papad,Raita,Spring Rolls",3,205,0,1,0,0,Paneer Tikka,220,Main
3103,2067,Kolkata,10,5,breakfast,budget,power,13,614.18,781,independent,Continental,3.7,"Hakka Noodles,Dal Makhani",2,370,1,0,0,0,Spring Rolls,120,Starter
3104,1071,Kolkata,12,3,lunch,occasional,new,6,622.44,670,independent,Chinese,3.6,"Hakka Noodles,Salad",2,280,1,0,0,0,Spring Rolls,120,Starter
3105,2580,Kolkata,13,5,lunch,premium,new,24,829.53,64,independent,Continental,4.7,"Butter Chicken,Samosa,Lassi",3,430,1,0,1,0,Raita,60,Side
3106,2879,Hyderabad,13,5,lunch,occasional,new,20,530.67,775,chain,Continental,4.5,Chicken Wings,1,180,0,0,0,0,Papad,25,Side
3107,3230,Kolkata,20,2,late_night,occasional,regular,21,298.69,264,chain,Indian,4.3,"Hakka Noodles,Fresh Lime",2,250,1,0,1,0,Gulab Jamun,80,Dessert
3108,1226,Bangalore,18,3,dinner,occasional,new,21,261.99,95,independent,Indian,3.5,"Chicken Fried Rice,Mineral Water",2,230,1,0,1,0,Spring Rolls,120,Starter
3109,2595,Bangalore,23,0,late_night,occasional,regular,13,993.34,364,independent,Mixed,4.1,"Butter Chicken,Ice Cream,Mineral Water",3,430,1,0,1,1,Spring Rolls,120,Starter
3110,3506,Bangalore,20,3,late_night,occasional,new,27,550.85,589,independent,Mixed,4.5,"Biryani,Salad",2,370,1,0,0,0,Papad,25,Side
3111,2845,Hyderabad,9,6,breakfast,premium,new,1,562.22,277,chain,Continental,4.1,"Paneer Tikka,Rasgulla",2,290,1,0,0,1,Naan,40,Bread
3112,4798,Hyderabad,21,4,late_night,occasional,new,2,362.0,301,independent,Continental,4.1,"Coke,Gulab Jamun,Spring Rolls,Salad",4,340,0,0,1,1,Paneer Tikka,220,Main
3113,760,Mumbai,21,0,late_night,premium,regular,15,888.74,544,chain,Indian,4.8,"Dal Makhani,Roti,Biryani",3,490,1,0,0,0,Brownie,100,Dessert
3114,436,Delhi,21,3,late_night,occasional,power,27,473.0,452,independent,Mixed,3.7,"Paneer Tikka,Coke",2,270,1,0,1,0,Raita,60,Side
3115,3798,Delhi,19,4,dinner,occasional,power,27,906.45,493,independent,Mixed,4.7,Chicken Wings,1,180,0,0,0,0,Brownie,100,Dessert
3116,5827,Hyderabad,18,0,dinner,occasional,regular,28,931.43,774,independent,Continental,4.2,"Hakka Noodles,Brownie",2,290,1,0,0,1,Coke,50,Drink
3117,2182,Bangalore,16,3,dinner,budget,regular,27,751.91,9,chain,Mixed,4.6,"Butter Chicken,Roti,Gulab Jamun",3,430,1,0,0,1,Naan,40,Bread
3118,3767,Kolkata,19,6,dinner,premium,regular,6,971.44,570,chain,Mixed,4.3,Dal Makhani,1,180,1,0,0,0,Roti,30,Bread
3119,308,Bangalore,23,2,late_night,premium,new,4,505.49,711,chain,Mixed,4.6,"Biryani,Rasgulla",2,350,1,0,0,1,Dal Makhani,180,Main
3120,2073,Mumbai,13,5,lunch,occasional,new,22,218.03,459,chain,Continental,4.3,"Chicken Fried Rice,Fresh Lime",2,270,1,0,1,0,Biryani,280,Main
3121,4824,Kolkata,9,3,breakfast,premium,new,24,544.89,745,chain,Indian,3.8,"Dal Makhani,Spring Rolls,Ice Cream,Raita",4,450,1,1,0,1,Papad,25,Side
3122,1466,Bangalore,11,0,lunch,budget,new,7,329.46,684,independent,Indian,4.4,Dal Makhani,1,180,1,0,0,0,Papad,25,Side
3123,2807,Kolkata,15,3,dinner,premium,regular,28,716.57,520,independent,Mixed,3.7,"Butter Chicken,Chicken Fried Rice",2,530,1,0,0,0,Samosa,40,Starter
3124,5596,Delhi,21,2,late_night,premium,regular,11,655.74,413,chain,Chinese,3.6,Chicken Fried Rice,1,210,1,0,0,0,Gulab Jamun,80,Dessert
3125,5683,Hyderabad,17,0,dinner,occasional,power,24,836.46,391,independent,Mixed,4.7,"Butter Chicken,Paneer Tikka",2,540,1,0,0,0,Naan,40,Bread
3126,5773,Mumbai,22,0,late_night,premium,new,7,663.55,732,chain,Mixed,4.7,"Biryani,Spring Rolls,Fresh Lime",3,460,1,0,1,0,Rasgulla,70,Dessert
3127,5340,Delhi,18,1,dinner,budget,power,20,364.47,127,chain,Indian,4.1,"Hakka Noodles,Salad,Rasgulla,Naan",4,390,1,0,0,1,Coke,50,Drink
3128,4911,Mumbai,20,5,late_night,premium,new,26,698.18,506,chain,Continental,4.4,"Butter Chicken,Fresh Lime",2,380,1,0,1,0,Roti,30,Bread
3129,4828,Hyderabad,8,0,breakfast,occasional,regular,10,934.62,445,independent,Chinese,4.1,"Lassi,Spring Rolls",2,190,0,0,1,0,Salan,70,Side
3130,2453,Hyderabad,18,5,dinner,premium,new,7,268.92,385,chain,Continental,4.7,"Raita,Gulab Jamun",2,140,0,1,0,1,Samosa,40,Starter
3131,2805,Kolkata,9,6,breakfast,premium,new,25,472.14,764,chain,Indian,3.9,"Gulab Jamun,Ice Cream,Spring Rolls",3,290,0,0,0,1,Coke,50,Drink
3132,660,Mumbai,13,3,lunch,occasional,power,12,571.35,721,independent,Indian,4.3,"Hakka Noodles,Butter Chicken,Chicken Wings",3,690,1,0,0,0,Lassi,70,Drink
3133,609,Mumbai,20,4,late_night,premium,power,7,813.81,779,chain,Mixed,4.7,"Dal Makhani,Butter Chicken,Roti,Coke",4,580,1,0,1,0,Chicken Wings,180,Starter
3134,5760,Hyderabad,10,2,breakfast,budget,regular,20,562.54,476,independent,Continental,3.9,"Paneer Tikka,Roti,Brownie",3,350,1,0,0,1,Ice Cream,90,Dessert
3135,4338,Bangalore,23,6,late_night,premium,regular,2,613.07,49,chain,Indian,4.8,"Dal Makhani,Mineral Water,Fresh Lime",3,260,1,0,1,0,Hakka Noodles,190,Main
3136,1389,Bangalore,14,6,lunch,occasional,regular,5,591.17,357,chain,Indian,3.9,"Paneer Tikka,Chicken Wings,Gulab Jamun",3,480,1,0,0,1,Rasgulla,70,Dessert
3137,2180,Hyderabad,13,4,lunch,premium,regular,10,431.04,505,independent,Indian,4.4,"Hakka Noodles,Salad,Papad,Dal Makhani",4,485,1,1,0,0,Spring Rolls,120,Starter
3138,1421,Mumbai,18,5,dinner,premium,regular,21,421.02,686,independent,Indian,4.7,Chicken Fried Rice,1,210,1,0,0,0,Hakka Noodles,190,Main
3139,2098,Kolkata,11,2,lunch,premium,regular,21,947.22,506,chain,Mixed,4.5,"Biryani,Hakka Noodles,Salan",3,540,1,1,0,0,Gulab Jamun,80,Dessert
3140,2908,Kolkata,12,3,lunch,premium,new,16,715.34,642,chain,Continental,4.1,"Dal Makhani,Rasgulla",2,250,1,0,0,1,Naan,40,Bread
3141,5992,Kolkata,8,5,breakfast,budget,power,11,998.03,550,independent,Chinese,4.3,"Salad,Papad,Brownie",3,215,0,1,0,1,Biryani,280,Main
3142,2290,Mumbai,11,5,lunch,occasional,regular,9,524.3,328,chain,Mixed,4.0,"Dal Makhani,Chicken Fried Rice",2,390,1,0,0,0,Coke,50,Drink
3143,203,Bangalore,12,0,lunch,occasional,new,28,304.1,412,independent,Indian,4.8,"Biryani,Samosa,Chicken Wings,Paneer Tikka",4,720,1,0,0,0,Chicken Fried Rice,210,Main
3144,2126,Delhi,12,2,lunch,occasional,regular,28,656.65,777,independent,Continental,3.7,"Paneer Tikka,Fresh Lime,Brownie",3,380,1,0,1,1,Naan,40,Bread
3145,2773,Kolkata,21,2,late_night,premium,power,28,700.69,624,independent,Indian,3.9,"Naan,Mineral Water",2,60,0,0,1,0,Salan,70,Side
3146,5857,Bangalore,19,3,dinner,premium,regular,11,948.67,765,chain,Continental,4.0,"Chicken Fried Rice,Hakka Noodles,Paneer Tikka",3,620,1,0,0,0,Roti,30,Bread
3147,4162,Hyderabad,19,5,dinner,budget,new,5,311.07,287,independent,Mixed,4.0,"Butter Chicken,Fresh Lime",2,380,1,0,1,0,Raita,60,Side
3148,3238,Bangalore,13,4,lunch,budget,regular,25,382.24,681,independent,Indian,3.6,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
3149,3099,Hyderabad,22,2,late_night,occasional,new,12,334.84,559,chain,Continental,4.2,"Paneer Tikka,Salan,Gulab Jamun",3,370,1,1,0,1,Butter Chicken,320,Main
3150,542,Mumbai,12,3,lunch,occasional,new,14,254.16,380,chain,Mixed,3.9,"Biryani,Roti",2,310,1,0,0,0,Gulab Jamun,80,Dessert
3151,400,Mumbai,16,2,dinner,budget,power,21,764.76,317,chain,Continental,4.3,"Chicken Fried Rice,Fresh Lime",2,270,1,0,1,0,Rasgulla,70,Dessert
3152,3734,Kolkata,14,3,lunch,occasional,regular,27,750.13,510,independent,Chinese,4.6,Paneer Tikka,1,220,1,0,0,0,Naan,40,Bread
3153,3313,Mumbai,16,5,dinner,occasional,power,3,512.22,668,independent,Indian,3.6,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
3154,3640,Delhi,21,1,late_night,premium,new,19,629.83,209,independent,Chinese,3.9,"Hakka Noodles,Brownie,Naan,Salad",4,420,1,0,0,1,Spring Rolls,120,Starter
3155,457,Mumbai,20,2,late_night,budget,regular,17,844.82,414,independent,Indian,3.5,Biryani,1,280,1,0,0,0,Chicken Fried Rice,210,Main
3156,470,Hyderabad,12,1,lunch,budget,power,24,281.09,704,chain,Continental,4.4,"Hakka Noodles,Biryani,Naan",3,510,1,0,0,0,Dal Makhani,180,Main
3157,1896,Mumbai,20,1,late_night,occasional,regular,27,381.09,474,independent,Mixed,4.3,"Biryani,Spring Rolls",2,400,1,0,0,0,Papad,25,Side
3158,43,Delhi,13,1,lunch,occasional,power,21,583.84,132,chain,Mixed,3.9,Hakka Noodles,1,190,1,0,0,0,Roti,30,Bread
3159,1049,Mumbai,9,6,breakfast,occasional,regular,28,312.66,81,independent,Mixed,4.2,"Paneer Tikka,Brownie",2,320,1,0,0,1,Naan,40,Bread
3160,3476,Delhi,17,2,dinner,occasional,new,27,941.52,575,independent,Continental,4.0,"Dal Makhani,Lassi,Coke",3,300,1,0,1,0,Papad,25,Side
3161,137,Hyderabad,22,1,late_night,occasional,regular,23,663.23,599,independent,Chinese,3.9,"Biryani,Lassi,Samosa,Dal Makhani",4,570,1,0,1,0,Gulab Jamun,80,Dessert
3162,2251,Bangalore,18,3,dinner,budget,regular,1,463.76,164,independent,Indian,4.4,"Hakka Noodles,Coke,Ice Cream,Raita",4,390,1,1,1,1,Spring Rolls,120,Starter
3163,1083,Delhi,20,2,late_night,budget,regular,16,677.32,614,independent,Mixed,3.8,"Hakka Noodles,Salan,Ice Cream,Dal Makhani",4,530,1,1,0,1,Coke,50,Drink
3164,4914,Bangalore,12,6,lunch,premium,new,16,460.55,677,chain,Chinese,3.7,"Butter Chicken,Salad,Biryani,Samosa",4,730,1,0,0,0,Roti,30,Bread
3165,4453,Delhi,19,1,dinner,premium,power,4,493.44,99,chain,Continental,3.8,"Hakka Noodles,Dal Makhani,Ice Cream,Raita",4,520,1,1,0,1,Spring Rolls,120,Starter
3166,4641,Kolkata,9,3,breakfast,budget,new,2,626.55,444,chain,Continental,4.3,Biryani,1,280,1,0,0,0,Papad,25,Side
3167,4033,Delhi,10,1,breakfast,budget,power,16,883.72,22,chain,Chinese,3.9,"Biryani,Samosa,Naan",3,360,1,0,0,0,Spring Rolls,120,Starter
3168,544,Bangalore,17,3,dinner,budget,new,10,647.59,140,chain,Indian,4.5,"Butter Chicken,Naan",2,360,1,0,0,0,Paneer Tikka,220,Main
3169,4106,Mumbai,8,3,breakfast,premium,power,8,665.82,94,chain,Continental,4.3,"Paneer Tikka,Mineral Water,Dal Makhani,Biryani",4,700,1,0,1,0,Coke,50,Drink
3170,2850,Delhi,9,0,breakfast,occasional,new,15,719.66,618,independent,Chinese,4.4,"Biryani,Rasgulla",2,350,1,0,0,1,Lassi,70,Drink
3171,4831,Mumbai,18,6,dinner,budget,new,8,795.99,329,independent,Indian,3.7,"Biryani,Lassi",2,350,1,0,1,0,Chicken Fried Rice,210,Main
3172,4231,Hyderabad,17,2,dinner,budget,power,25,262.11,658,independent,Chinese,4.0,Paneer Tikka,1,220,1,0,0,0,Raita,60,Side
3173,1680,Delhi,18,2,dinner,occasional,power,19,812.59,798,independent,Continental,4.7,"Naan,Rasgulla,Salan,Paneer Tikka",4,400,1,1,0,1,Dal Makhani,180,Main
3174,3179,Delhi,16,5,dinner,premium,regular,13,692.03,717,chain,Mixed,4.1,"Butter Chicken,Mineral Water,Brownie,Coke",4,490,1,0,1,1,Raita,60,Side
3175,383,Bangalore,22,1,late_night,budget,new,26,333.5,657,independent,Continental,4.2,Samosa,1,40,0,0,0,0,Biryani,280,Main
3176,1714,Mumbai,14,3,lunch,premium,power,4,723.25,565,independent,Chinese,3.9,Dal Makhani,1,180,1,0,0,0,Hakka Noodles,190,Main
3177,5436,Hyderabad,11,5,lunch,budget,power,12,800.29,518,chain,Indian,3.5,"Biryani,Salan",2,350,1,1,0,0,Coke,50,Drink
3178,4081,Kolkata,22,4,late_night,occasional,new,28,996.63,730,independent,Mixed,4.7,"Paneer Tikka,Samosa,Fresh Lime",3,320,1,0,1,0,Naan,40,Bread
3179,2874,Delhi,19,1,dinner,budget,new,20,686.35,636,independent,Indian,4.3,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
3180,2608,Mumbai,23,4,late_night,budget,regular,29,859.33,441,chain,Chinese,4.4,"Hakka Noodles,Mineral Water,Paneer Tikka,Naan",4,470,1,0,1,0,Biryani,280,Main
3181,4165,Hyderabad,14,2,lunch,premium,regular,12,583.44,533,chain,Chinese,3.7,Butter Chicken,1,320,1,0,0,0,Roti,30,Bread
3182,980,Hyderabad,10,3,breakfast,occasional,regular,2,891.65,526,chain,Mixed,3.6,"Butter Chicken,Coke,Naan,Fresh Lime",4,470,1,0,1,0,Biryani,280,Main
3183,979,Kolkata,17,2,dinner,budget,power,25,883.48,524,independent,Continental,4.2,"Biryani,Raita,Fresh Lime",3,400,1,1,1,0,Salan,70,Side
3184,3178,Mumbai,14,3,lunch,budget,power,12,770.72,194,chain,Continental,4.7,"Dal Makhani,Brownie,Salan",3,350,1,1,0,1,Naan,40,Bread
3185,4906,Mumbai,16,5,dinner,premium,regular,11,904.34,256,chain,Continental,4.6,"Biryani,Chicken Wings,Rasgulla,Brownie",4,630,1,0,0,1,Gulab Jamun,80,Dessert
3186,370,Mumbai,15,0,dinner,budget,new,8,595.29,762,independent,Continental,4.6,Samosa,1,40,0,0,0,0,Lassi,70,Drink
3187,2573,Delhi,11,6,lunch,premium,new,14,917.51,62,chain,Chinese,4.4,"Lassi,Hakka Noodles,Dal Makhani,Naan",4,480,1,0,1,0,Gulab Jamun,80,Dessert
3188,5577,Delhi,18,6,dinner,budget,regular,29,470.38,268,independent,Mixed,4.3,"Dal Makhani,Brownie",2,280,1,0,0,1,Naan,40,Bread
3189,5254,Mumbai,10,6,breakfast,budget,power,7,905.63,28,chain,Continental,4.2,"Coke,Mineral Water,Butter Chicken",3,390,1,0,1,0,Dal Makhani,180,Main
3190,4707,Delhi,20,2,late_night,premium,regular,19,397.76,509,chain,Mixed,3.6,"Biryani,Salan,Brownie",3,450,1,1,0,1,Raita,60,Side
3191,1566,Delhi,20,0,late_night,premium,new,15,993.47,469,independent,Chinese,3.8,Ice Cream,1,90,0,0,0,1,Gulab Jamun,80,Dessert
3192,2309,Delhi,16,4,dinner,occasional,new,28,754.34,629,independent,Continental,4.0,Paneer Tikka,1,220,1,0,0,0,Coke,50,Drink
3193,4234,Delhi,8,5,breakfast,premium,power,12,228.37,528,chain,Indian,4.8,"Chicken Fried Rice,Raita",2,270,1,1,0,0,Brownie,100,Dessert
3194,5613,Hyderabad,19,3,dinner,premium,regular,26,923.97,122,chain,Indian,3.8,"Papad,Lassi,Brownie",3,195,0,1,1,1,Salan,70,Side
3195,2261,Bangalore,11,5,lunch,premium,regular,23,863.33,758,independent,Mixed,4.0,"Paneer Tikka,Hakka Noodles",2,410,1,0,0,0,Coke,50,Drink
3196,4539,Kolkata,23,5,late_night,premium,power,14,716.18,478,chain,Indian,4.1,"Hakka Noodles,Mineral Water,Brownie",3,310,1,0,1,1,Coke,50,Drink
3197,5440,Delhi,8,1,breakfast,budget,new,6,314.99,645,independent,Continental,4.1,Butter Chicken,1,320,1,0,0,0,Mineral Water,20,Drink
3198,1417,Kolkata,9,2,breakfast,occasional,power,28,913.48,330,chain,Continental,4.2,"Butter Chicken,Papad,Raita",3,405,1,1,0,0,Roti,30,Bread
3199,1815,Hyderabad,21,5,late_night,occasional,power,11,631.94,627,independent,Chinese,4.3,Biryani,1,280,1,0,0,0,Rasgulla,70,Dessert
3200,2367,Delhi,22,1,late_night,occasional,regular,10,301.14,119,chain,Chinese,3.8,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
3201,4215,Bangalore,9,2,breakfast,occasional,power,14,524.03,756,chain,Mixed,4.1,"Chicken Fried Rice,Raita",2,270,1,1,0,0,Coke,50,Drink
3202,1953,Hyderabad,14,6,lunch,budget,new,29,464.49,268,chain,Indian,4.5,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
3203,158,Hyderabad,9,4,breakfast,occasional,regular,7,360.17,641,chain,Mixed,4.7,"Dal Makhani,Salan,Gulab Jamun",3,330,1,1,0,1,Lassi,70,Drink
3204,5103,Delhi,10,0,breakfast,budget,new,23,269.12,595,independent,Continental,4.4,"Biryani,Naan,Coke",3,370,1,0,1,0,Gulab Jamun,80,Dessert
3205,662,Mumbai,16,5,dinner,budget,regular,23,583.27,440,chain,Indian,4.6,"Biryani,Spring Rolls,Paneer Tikka",3,620,1,0,0,0,Coke,50,Drink
3206,2898,Kolkata,8,4,breakfast,premium,power,13,588.32,156,independent,Indian,4.5,Butter Chicken,1,320,1,0,0,0,Mineral Water,20,Drink
3207,3295,Mumbai,12,2,lunch,budget,new,11,665.97,316,chain,Continental,4.0,"Chicken Fried Rice,Naan",2,250,1,0,0,0,Brownie,100,Dessert
3208,5007,Kolkata,11,1,lunch,occasional,power,22,737.38,444,chain,Chinese,4.5,"Butter Chicken,Salan",2,390,1,1,0,0,Naan,40,Bread
3209,4871,Hyderabad,18,5,dinner,premium,power,23,344.04,594,chain,Indian,3.5,"Dal Makhani,Raita",2,240,1,1,0,0,Naan,40,Bread
3210,4644,Bangalore,22,1,late_night,budget,regular,27,897.81,127,independent,Continental,3.9,"Biryani,Fresh Lime,Paneer Tikka",3,560,1,0,1,0,Rasgulla,70,Dessert
3211,4933,Mumbai,12,1,lunch,premium,power,14,646.87,575,independent,Chinese,3.7,"Dal Makhani,Lassi,Fresh Lime",3,310,1,0,1,0,Naan,40,Bread
3212,3523,Hyderabad,10,6,breakfast,occasional,new,3,440.91,276,chain,Chinese,4.3,"Butter Chicken,Papad,Mineral Water,Roti",4,395,1,1,1,0,Naan,40,Bread
3213,4373,Kolkata,14,4,lunch,budget,power,1,441.2,197,chain,Continental,4.3,Butter Chicken,1,320,1,0,0,0,Raita,60,Side
3214,4092,Bangalore,11,1,lunch,premium,new,9,976.87,157,independent,Mixed,4.8,Paneer Tikka,1,220,1,0,0,0,Fresh Lime,60,Drink
3215,2767,Delhi,19,3,dinner,occasional,new,24,966.2,194,independent,Chinese,4.0,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
3216,5819,Bangalore,17,5,dinner,occasional,regular,9,887.96,258,chain,Continental,3.6,Biryani,1,280,1,0,0,0,Gulab Jamun,80,Dessert
3217,5655,Delhi,17,3,dinner,premium,power,9,401.45,561,independent,Chinese,4.2,"Coke,Chicken Wings",2,230,0,0,1,0,Dal Makhani,180,Main
3218,1776,Bangalore,21,2,late_night,occasional,new,3,567.85,102,independent,Continental,3.8,"Paneer Tikka,Butter Chicken,Spring Rolls,Chicken Fried Rice",4,870,1,0,0,0,Papad,25,Side
3219,4803,Delhi,22,3,late_night,premium,power,26,984.14,637,chain,Mixed,4.6,"Salad,Butter Chicken,Mineral Water,Ice Cream",4,520,1,0,1,1,Naan,40,Bread
3220,3816,Delhi,16,0,dinner,occasional,regular,10,730.7,245,chain,Mixed,4.1,Hakka Noodles,1,190,1,0,0,0,Coke,50,Drink
3221,345,Delhi,20,2,late_night,budget,regular,19,329.77,260,independent,Indian,4.2,"Paneer Tikka,Salad,Hakka Noodles,Brownie",4,600,1,0,0,1,Salan,70,Side
3222,113,Delhi,17,6,dinner,occasional,regular,20,622.85,540,independent,Mixed,4.3,"Butter Chicken,Gulab Jamun,Dal Makhani",3,580,1,0,0,1,Salad,90,Starter
3223,3868,Delhi,14,1,lunch,premium,new,9,867.18,245,independent,Chinese,4.6,"Dal Makhani,Spring Rolls",2,300,1,0,0,0,Roti,30,Bread
3224,235,Mumbai,15,5,dinner,premium,power,16,242.0,741,independent,Indian,4.7,Chicken Fried Rice,1,210,1,0,0,0,Spring Rolls,120,Starter
3225,179,Bangalore,13,3,lunch,occasional,new,23,861.7,770,chain,Continental,4.5,"Paneer Tikka,Biryani,Fresh Lime",3,560,1,0,1,0,Papad,25,Side
3226,4120,Mumbai,18,3,dinner,budget,new,27,599.96,524,independent,Indian,4.3,"Mineral Water,Butter Chicken,Paneer Tikka,Biryani",4,840,1,0,1,0,Raita,60,Side
3227,2700,Hyderabad,23,2,late_night,budget,regular,2,503.34,475,independent,Chinese,3.8,"Dal Makhani,Salad,Raita,Hakka Noodles",4,520,1,1,0,0,Naan,40,Bread
3228,5739,Delhi,13,4,lunch,occasional,regular,10,208.97,690,chain,Indian,4.2,"Butter Chicken,Roti,Papad",3,375,1,1,0,0,Raita,60,Side
3229,1593,Kolkata,13,1,lunch,budget,regular,1,694.68,64,chain,Mixed,3.8,Hakka Noodles,1,190,1,0,0,0,Gulab Jamun,80,Dessert
3230,3162,Mumbai,15,3,dinner,occasional,regular,8,781.23,464,independent,Indian,4.3,"Butter Chicken,Naan,Mineral Water,Lassi",4,450,1,0,1,0,Gulab Jamun,80,Dessert
3231,4584,Mumbai,8,3,breakfast,premium,regular,26,315.85,562,independent,Continental,3.6,"Chicken Fried Rice,Butter Chicken",2,530,1,0,0,0,Coke,50,Drink
